Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","566","Nigéria","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","566","Nigéria","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","5155.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","566","Nigéria","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","566","Nigéria","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1713","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","566","Nigéria","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2183","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","570","Nioué","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","570","Nioué","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","570","Nioué","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","570","Nioué","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","570","Nioué","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","578","Norvège","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","115","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","578","Norvège","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","66","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","578","Norvège","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","64341.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","578","Norvège","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.14","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","578","Norvège","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1954","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","578","Norvège","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2550","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","540","Nouvelle-Calédonie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","86.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","540","Nouvelle-Calédonie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","50.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","540","Nouvelle-Calédonie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1807","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","540","Nouvelle-Calédonie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2331","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","554","Nouvelle-Zélande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","95","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","554","Nouvelle-Zélande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","53.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","554","Nouvelle-Zélande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","42862.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","554","Nouvelle-Zélande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","1.53","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","554","Nouvelle-Zélande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1908","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","554","Nouvelle-Zélande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2482","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","512","Oman","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","84.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","512","Oman","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","41.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","512","Oman","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","32594.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","512","Oman","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.65","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","512","Oman","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1929","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","512","Oman","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2502","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","800","Ouganda","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","800","Ouganda","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","800","Ouganda","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","2124.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","800","Ouganda","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","800","Ouganda","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1697","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","800","Ouganda","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2162","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","860","Ouzbékistan","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","99","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","860","Ouzbékistan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","42.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","860","Ouzbékistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","7082.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","860","Ouzbékistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","860","Ouzbékistan","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1837","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","860","Ouzbékistan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2370","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","586","Pakistan","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","66","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","586","Pakistan","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","28","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","586","Pakistan","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","5294.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","586","Pakistan","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-2.27","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","586","Pakistan","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1749","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","586","Pakistan","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2244","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","585","Palaos","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","585","Palaos","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","585","Palaos","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","17648.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","585","Palaos","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.85","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","585","Palaos","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","585","Palaos","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","","O","Valeur manquante",""
"FS","Données de la sécurité alimentaire","275","Palestine","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","","O","Valeur manquante",""
